SIO2(WT%),MGO(WT%)
72.45,0.76
73.16,0.85
72.3,0.79
68.53,1.19
74.84,0.33
72.98,0.12
73.03,0.01
65.21,1.69
68.12,1.23
60.37,2.66
61.94,2.36
62.03,2.24
70.43,0.82
71.55,0.82
71.86,0.7
75.95,0.04
75.47,0.04
73.62,0.15
73.62,0.15
73.374,0.947
73.885,0.824
75.088,0.712
73.791,0.959
72.455,2.194
76.681,1.333
71.526,2.162
73.365,1.294
73.194,1.913
67.912,1.503
67.285,2.95
72.319,1.202
71.915,2.167
71.672,2.505
68.097,2.779
72.964,0.95
73.06,1.914
70.39,0.25
,
71.55,0.31
70.98,0.31
,
,
75.55,0.08
73.85,0.22
71.31,0.24
73.55,0.37
72.68,0.22
73.08,0.54
73.55,0.51
71.99,0.58
74.31,0.41
71.91,0.41
72.74,0.46
73.5,0.36
71.53,0.65
72.56,0.24
74.4110479285134,0.213241267262388
74.3096996055426,0.303428744816426
75.2935222672065,0.151821862348178
73.2402912621359,0.536003236245955
75.2452219637982,0.283142886034988
67.988177741541,1.51854871585813
74.1846997866504,0.365742151782993
73.5178264821735,0.504999495000505
75.2981605013139,0.414392561148171
72.8952150211993,0.837876034726429
75.7517658930374,0.131180625630676
72.3376094481776,0.366524129505192
73.8918259455063,0.416836112240748
72.9943273905997,0.486223662884927
74.4051837602511,0.334109547433431
74.2732705358047,0.293730375772308
74.7392933076845,0.283486888731396
72.7853233326576,0.47638353942834
74.1087986812281,0.4739336492891
70.5882352941176,0.993914807302231
72.0261573593523,0.674693792817106
72.7356181150551,0.775193798449612
73.4535563167439,0.453354825710256
72.9967624443545,0.637393767705382
65.14,0.93
65.97,0.97
68.84,0.9
66.29,0.92
67.22,0.88
66.12,0.83
65.7,1.43
68.75,0.55
70.55,0.5
69.58,0.55
69.85,0.56
70.05,0.6
70.78,0.45
70.44,0.43
71.52,0.42
70.54,0.5
73.77,0.21
74.04,0.26
74.12,0.24
74.44,0.27
72.93,0.29
73.17,0.25
72.98,0.36
71.62,0.44
66.85,1.04
72.4,0.5
67.43,0.48
69.41,0.69
66.33,1.11
75.11,0.24
70.09,0.08
71.65,0.57
70.71,0.4
,
,
,
,
71.15,0.88
71.82,1.12
73.3,0.28
67.28,0.87
69.23,0.68
71.49,0.38
74.8,0.18
76.48,0.07
65.95,1.35
66.34,1.38
69.09,0.81
69.65,0.81
75.68,0.12
77.06,0.03
71.62,0.58
75.94,0.05
69.52,0.97
69.67,0.95
73.22,0.44
74.43,0.33
75.99,0.07
,
,
,
,
,
,
,
64.71,2.35
69.22,1.2
68.59,0.24
71.01,0.21
71.25,0.21
69.62,0.29
70.42,0.28
74.9,0.12
76,0.26
75.7,0.14
73.8,0.15
75.2,0.24
71.1,0.91
69.9,0.93
66.3,0.54
68.1,0.57
,
68.65,0.89
68.87,0.77
68.51,0.79
68.92,0.78
68.79,0.78
74.59,0.28
73.8,0.27
73.8,0.28
74.18,0.36
70.92,0.75
69.65,0.43
69.21,0.43
73.69,0.42
75.2,0.01
75,0.01
76.5,0.06
72,0.05
79.4,0.01
74.7,0.02
79.8,0.03
76.4,0.01
74.4,0.02
73.5,0.03
72.7,0.04
76.2,0.03
76.6,0.01
76.9,0.01
74.9,0.01
78,0.01
52.7,7.54
51.7,7.07
48.2,4.36
70.63,0.68
73.75,0.3
71.49,0.66
72.89,0.37
71.12,0.5
71.1,0.51
68.93,1.1
72.5,0.39
70.61,1.25
69.21,0.43
75.39,0.27
73.14,0.39
71.85,0.54
71.02,0.55
75.32,0.36
72.56,0.3
71.35,0.8
72.74,0.41
69.66,0.44
70.32,0.45
70.49,0.52
69.4,0.41
75.4,0.11
75.5,0.2
75.35,0.2
75.59,0.2
75.53,0.21
76.14,0.21
76.02,0.2
70.4,0.8
71,0.81
72.18,0.65
,
70.38,0.78
71.02,0.04
69.59,0.05
71.06,0.04
70.51,0.04
71.18,0.07
70.96,0.07
70.96,0.06
72.42,0.07
71.44,0.07
67.51,0.07
68.28,0.07
67.79,0.07
68.31,0.06
67.87,1.32
65.91,1.4
69.72,1.6
65.97,1.13
65.8,1.35
73.98,1.14
70.61,1.21
69.52,1.25
67.98,1.16
70.11,1.26
71.01,1.38
75.81,0.08
74.89,0.08
75.9,0.09
75.49,0.08
75.52,0.07
74.43,0.08
75.77,0.08
73.85,0.12
66.98,1.35
67.48,1.44
70.06,0.85
70.18,0.69
66.47,1.12
69.56,0.93
68.78,1.15
70.36,0.75
72.70391,0.30201
73.3492564,0.1694126
73.5724780621829,0.227978039128354
73.8976997940839,0.268482012448786
71.1199655131288,0.459235234684443
74.3543930808189,0.16099468134109
73.8646660425457,0.277980515595314
71.7061225302398,0.434104209043829
71.8170226057079,0.520096741740712
72.50661368263,0.352074670545131
71.9943283332431,0.410915228418318
68.7161726865794,1.17894421396303
72.0093313280135,0.487950073868672
72.340886133494,0.492655419626167
75.9798986544159,1.58475105065852E-02
74.4969203849521,0.256797039763929
73.6450676596675,0.375587162047453
73.6449345174118,0.221534053003654
75.0927827484398,0.121982755689564
71.5783895844774,0.834563116092424
74.3075988305239,0.153843918533248
73.3384803488691,0.060394561970432
73.0440029366255,0.360110209106114
73.3253249201198,0.359870380406467
73.1138352541472,0.20872628335197
74.0599777930709,0.250045075682336
71.7024341747545,0.3940619009038
75.311082086567,6.23813165144195E-02
75.1601435355774,0.255303434080878
74.2025088248197,3.17753995529625E-02
68.6490652069379,0.691920790844009
75.7816970771115,7.82623152725869E-02
73.2303230319196,0.385459353660613
72.1389126240635,0.280850617994111
74.8864159279376,0.292594801445546
74.8433660944694,8.92811142870695E-03
75.4492447810411,0.006947901249323
73.561217552747,0.215073971010687
71.0292896848023,0.543790396358618
72.349670610088,0.322177803230367
71.6469135653717,0.412200259725076
71.39228263485,0.459117546251674
72.5705266536655,0.292885533579816
70.544182142165,0.491748473660758
72.95,0.79
67.79,1.71
72.5,0.46
60.88,3.59
60.21,3.94
59.65,3.87
60.4,4.05
60.45,3.72
60.39,3.83
59.38,3.74
59.84,3.87
64.04,2.81
64.4,2.74
64.39,2.6
63.59,2.32
62.06,2.41
64.01,2.82
64.96,2.39
64.12,2.54
64.72,2.4
65.53,2.08
65.77,2.19
63.39,2.64
63.01,2.64
64.77,2.41
62.59,2.78
64.22,2.47
64.06,2.17
64.63,2.6
63.08,2.3
62.56,2.41
64.34,2.75
64.25,2.4
66.53,1.96
64.46,2.13
63.17,2.44
63.08,2.3
62.56,2.41
64.34,2.75
64.25,2.4
66.53,1.96
66.11,2.02
64.46,2.13
63.17,2.44
63.61,2.41
64.87,2.38
63.32,2.48
62.37,2.35
63.01,2.19
60.38,2.58
63.77,2.24
64.04,2.1
64.54,2.03
,
,
,
,
76.53,0.17
74.45,0.3
73.47,0.29
74.05,0.29
74.35,0.24
74.02,0.29
76.87,0.15
75.73,0.14
75.76,0.21
76.3,0.16
74.76,0.25
73.87,0.29
70.47,0.68
73.95,0.09
67.5,1.46
69.9,0.8
70.35,0.78
69.08,0.93
70.01,0.8
69.82,0.88
72.28,0.56
74.97,0.32
74.78,0.24
69.59,0.65
70.24,0.6
70.93,0.56
70.1,0.56
65.31,0.56
70.15,0.99
71.63,0.71
72.7,0.33
73.07,0.26
72.31,0.48
71.65,0.54
71.49,0.63
68.33,0.92
69.14,0.34
72.74,0.09
73.88,0.09
74.08,0
68.64,0.39
73.14,0.1
74.21,0
,
,
64.6,0.93
69.13,0.57
71.5,0.18
73,0.21
73.7,0.48
73.89,0.13
66.7,0.81
67.3,0.43
65.6,0.36
67.8,0.14
63.26,1.97
75.01,0.19
73.33,0.24
72.4,0.05
73.89,0.17
74.23,0.14
73.75,0.19
67.83,0.78
73.61,0.13
72.6,0.39
72.84,0.27
72.95,0.21
68.37,0.88
75.07,0.37
,
76.8,0.06
76.4,0.05
76.83,0.04
77.31,0.04
77.35,0.08
76.7,0.02
76.01,0.03
77.5,0.07
73.49,0.09
73.56,0.12
73.76,0.19
75.57,0.07
73.03,0.04
75.2,0.04
73.8,0.11
75.29,0.01
71.59,0.9
72.28,0.61
71.11,0.45
71.2,0.71
72.09,0.5
70.55,1.33
71.42,0.89
70.74,0.88
72.98,0.72
74.54,0.81
73.55,0.6
74.43,0.54
,
70.36,1.13
77.3798294128745,9.92940195212042E-03
77.84,0.14
76.26,0.19
74.44,0.7
75.8672782096413,0.161570138606983
76.3967845530888,6.08381704665589E-02
75.3539596249887,0.319543394595898
75.319868029291,0.27359781121751
75.0853588109543,0.297869322499266
75.6633184636705,0.202308338138156
75.9029907211979,0.294691569431723
76.447459255035,0.106051965463077
76.9515087423896,6.57090935225208E-02
73.3111178430779,0.464505705341816
73.6625100563154,0.442477876106195
73.2214228617106,0.539568345323741
73.0387278893605,0.486383298470787
72.4749343579242,0.507902393528046
73.9138744429803,0.483840141631376
73.4671569114578,0.467057537513664
73.3752620545073,0.369372067485275
73.3302935987154,0.508494736633428
73.6328419781657,0.494038335764954
73.5309094612486,0.478663815052449
73.4515965534719,0.506842372022301
74.8948190290528,0.358062879820173
74.8823576327963,0.303078640931568
75.6674187815739,0.219644176434177
74.3273643480608,0.369937110691182
74.4325233195884,0.316265663157052
74.0197984268924,0.399756756487324
74.7502857426825,0.240520797097848
74.2120234704044,0.481115225091763
74.341580207502,0.388068635275339
75.2826464078483,0.279156946023011
74.14121272546,0.480377050666183
74.1793120125748,0.423190859077444
73.0526993581101,0.526188703543473
73.9660391732323,0.485154668110102
74.440390394918,0.425172632150288
75.1614205004035,0.343018563357546
74.0862398471094,0.443940117853161
75.6872047361812,0.278071242051548
75.0206100577082,0.360294342157491
74.0125786163522,0.517232704402516
74.4533095428786,0.50284370279504
74.9341632750778,0.327188572340595
74.0231259968102,0.488437001594896
76.1137874746188,0.285663096707409
75.6089276080485,0.361660039562811
74.550614947966,0.492954239904397
74.3859369076362,0.492846738631602
74.7137375902866,0.376674246901955
77.2536057692308,0.260416666666667
75.8151630326065,0.380076015203041
75.1331256907465,0.33155832412338
74.8087761674718,0.352254428341385
74.7880500605571,0.333064190553088
73.8801452784503,0.332929782082324
74.4033833450811,0.39270969690867
75.2308309915697,0.361300682456845
75.0225699668974,0.36111947035811
75.4660995994263,0.374857821077098
74.9142392575995,0.34106006226329
74.7472351528449,0.250046945572785
75.1218732518181,0.247742347958124
75.4293262879789,0.274362361548623
74.9475526213747,0.271433826819253
74.7825050649505,0.262185675128113
77.1095152603232,1.79533213644524E-02
76.3139091775167,0.135955859002858
75.4577288644322,0.260130065032516
74.9524095781986,0.370704338242661
71.0810513801612,1.07395826048733
74.0631962730403,0.567146040105327
73.5607675906183,0.441384532610645
74.5392710601029,0.381223728167417
74.7156797272917,0.311979825969081
74.8692458178624,0.304427675969178
71.457430065186,0.763820630795238
71.7187058668615,0.924754161142433
71.5313254543144,0.487990850171559
72.9714650087677,0.534034752112227
73.398019001415,0.515463917525773
74.9652378937187,0.250891723595913
76.7051710676463,0.24123641168345
73.5642807126584,0.524666382808701
75.0603621730382,0.432595573440644
71.5097633256201,0.772337920675517
72.937858797462,0.751334474770873
73.4332562116487,0.513026858464943
71.4835972907266,0.510239812711974
74.1066400874464,0.451686144376959
73.3675715333822,0.544958578102152
72.204686470594,0.61358742145786
73.16,0.51
74.44,0.54
74.5832912415396,0.353571067784625
74.1536883521714,0.400668314749001
73.8,0.52
73.9,0.47
73.9,0.49
72.2,0.41
72.8,0.41
75.8,0.09
72.2,0.41
72,0.42
71.9,0.66
77.2,0.06
72.4,0.46
73.2,0.48
71.4,0.67
72.5,0.64
74,0.19
71,0.52
71.1,0.55
72.2,0.49
72.2,0.43
,
,
,
,
,
,
,
,
,
,
,
,
,
,
75.1,0.16
76.6,0.15
72.3,0.16
75.8,0.05
73.1,0.31
78.6,1.14
71.6,1.16
73.1,0.45
69.2,0.85
69.7,2.13
76.5,0.38
77.1,0.26
76.76,0.16
74.42,0.52
76.7797333788057,0.542692678532226
67.2576153957955,1.57748307496287
75.7631374854678,9.63661911260456E-02
78.9385934896218,2.66970185369769E-02
77.3364525462582,0.377310761537555
75.73,0.18
79.11,0.29
75.36,0.15
72.52,0.57
76.61,0.18
75.76,0.14
78.04,0.15
72.78,0.54
75.4,1.05
68.29,0.84
73.53,0.21
73.1,0.24
70.62,0.28
71.64,0.07
73.88,0.12
73.74,0
73.24,0.17
73.92,0.16
74.44,0.01
73.16,0.38
74.01,0.25
75.2,0
74.97,0.1
75.33,0.07
73.16,0.38
72.95,0.47
73.49,0
74.3,0.21
74.64,0.16
74.97,0.17
74.07,0.04
74.13,0.02
73.65,0.06
74.58,0
74.67,0
75.89,0.13
76.78,0.16
73.52,0.07
73.22,0.54
70.55,0.88
76.19,0.19
74.63,0.27
70,0.87
76.14,0.33
75.38,0.13
70.88,0.63
74.02,0.48
72.15,0.16
76.52,0.11
74.43,0.15
72.16,0.15
71.33,0.17
74.48,0.07
69.05,0.28
72.48,0.06
71.3,0.66
73.68,0.34
72.94,0.39
74.59,0.21
75.79,0.11
76.78,0.12
72.71,0.3
66,1.48
65.82,1.06
66.96,1.33
69.95,0.34
69,0.48
68.55,0.52
67.24,0.48
63.26,1.41
69.98,0.24
71.44,0.16
68.72,0.37
68.73,0.3
70.67,0.21
67.47,0.18
67.26,0.36
,
74.8,0.2
74.6,0.22
75,0.2
74.6,0.2
74.2,0.16
74.8,0.18
74.6,0.19
77.5,0.09
77.3,0.09
77.2,0.09
77.9,0.08
77.3,0.06
77.7,0.06
67.2,1.17
69.8,0.45
69.6,0.42
70,0.78
69.1,0.92
72,0.64
71.9,0.71
71.3,0.65
72.3,0.74
71.4,0.68
72.5,0.72
74.98,0.23
73.3,0.22
73.44,0.22
69.62,0.78
71.19,0.43
71.44,0.54
68.21,0.59
66.88,0.75
75.56,0.17
73.13,0.22
73.17,0.25
74.76,0.19
73.55,0.23
75.12,0.23
73.94,0.21
74.27,0.19
75.21,0.2
75.47,0.22
73.56,0.22
73.94,0.21
73.48,0.21
71.6,0.48
64.44,1.66
66.41,1.37
66.49,1.3
67.37,1.49
67.7,1.27
76.03,1.11111111111111E-02
70.87,0.45
71.37,0.37
74.54,0.03
73.69,0.25
75.02,0.2
73.82,0.12
70.51,0.1
69.13,0.03
71.16,0.05
70.62,0.03
71.61,0.03
,
,
,
72.8624088468627,0.570959211475278
67.5294286681924,2.144931700859
69.1712013394725,0.994139807450816
68.6403804816249,1.90033125993001
70.1409034397016,1.41939494405305
58.9339730885574,3.35871492646292
68.5763710125826,2.03875697604975
68.0646198860748,1.87800246941761
77.0053924757129,0.514068696363751
70.6343816831031,1.23653243870549
71.4473471368489,0.707699773536073
72.7572666180876,0.576876366286131
74.4856630463256,0.201503213976263
74.92,0
74.53,0
71.21,0
76.66,0
76.55,0
,
,
,
,
,
,
,
,
,
,
,
,
,
72.42,0
72.52,0
67.37,0.09
71.96,0
72.84,0
76.08,0
76.58,0
77.77,0
76.17,0
75.55,0
75.25,0
75.48,0
74.68,0
73.74,0
71.32,0
73.33,0
,
77.19,0.13
74.01,0.25
75.63,0.23
74.74,0.32
75.21,0.12
75.41,0.13
74.9,0.19
79.58,0.33
72.91,1.46
61.21,1.77
68.83,0.79
67.72,0.91
68.07,0.84
68.04,0.81
67.68,0.79
68.27,0.81
69.02,0.93
69.77,0.81
73.6,0.54
73.47,0.12
73.86,0.08
73.81,0.12
75.54,0.05
75.37,0.07
75.88,0.1
77.26,0.11
77.54,0.14
76.73,0.13
75.77,0.14
75.07,0.25
76.05,0.26
75.45,0.23
75.84,0.29
77.12,0.11
75.52,0.23
76.61,0.16
75.37,0.09
75.98,0.25
75.95,0.12
77.37,0.06
77.31,0.1
74.79,0.17
69.1,0.9
69.4,0.6
63.7,1.9
67.5,1
63.8,1.8
64.9,1.3
68.7,0.4
68,0.9
68.4,0.5
68.9,0.5
70.26,0.48
70.16,0.48
73.47,0.12
72.71,0.3
69.65,0.71
68.78,0.4
68.37,0.76
61.65,1.52
70.5,0.31
76.45,0.15
67.04,1.56
62.9,1.78
68.78,1.49
72.92,1.51
71.73,1.92
69.06,2.1
67.63,2.42
80.52,0.41
69.9,0.98
73.03,0.2
67.95,0.31
73.67,0.53
65.45,0.27
67.56,1.3
78.68,0.95
67.36,1.31
79.92,0.28
76.15,0.22
71.67,1.07
70.86,1.17
73.55,0.32
76.1,0.28
74.74,0.26
75.52,0.22
72.55,0.47
72.78,0.49
74.9,0.13
74.29,0.1
73.03,0.31
75.1,0.09
74.95,0.12
74.66,0.12
77.5,0.03
70.96,0.38
69.58,0.65
71.21,0.51
73.34,0.56
65.97,0.44
73.55,0.08
76.71,0.24
69.06,0.76
74.15,0.24
75.41,0.16
73.68,0.25
78.7,0.02
78.59,0.02
77.21,0.03
76.36,0.02
75.43,0.08
74.01,0.1
74.12,0.09
78.69,0.12
77.61,0.13
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
69.02,0.18
70.51,0.18
70.96,0.24
71.7,0.26
70.65,0.31
71.08,0.28
73.37,0.23
71.19,0.18
71.47,0.15
71.61,0.11
71.51,0.23
71.15,0.21
71.18,0.22
72.37,0.26
70.09,0.14
70.74,0.15
71.2,0.22
70.66,0.15
70.61,0.18
71,0.2
57.2,3.89
61.6,3.66
61.8,3.32
59.8,3.97
66.8,1
63.6,1.6
58.2,3.41
73.7,0.25
74.6,0.14
73.9,0.2
75.2,0.13
69.65,0.85
73.32,0.44
61.97,3.33
,
60.69,4.16
76.2,0.05
75.5,0.16
75.6,0.09
71.5,0.44
72.2,0.47
71.5,0.4
69.81,1.07
74.6,0.2
74.9,0.18
77.2,0.07
76.9,0.13
73.9,0.19
73.5,0.18
73,0.14
74.6,0.14
75,0.13
74.32,0.223
76.02,0.152
76.85,0.121
74.9,0.128
76.83,0.144
76.3,0.406
76.58,0.191
72.39,0.611
75.52,0.182
62.68,0.977
76.98,1.205
73.98,0.042
75.34,0.037
70.05,0.057
72.57,0.034
69.37,0.068
75.06,0.01
69.81,0.06
75.66,0.053
71.66,0.054
69.92,0.94
71.77,0.76
69.93,17.61
68.71,17.19
74.63,0.27
73.96,0.28
75.11,0.19
74.12,0.37
75.62,0.19
74.51,0.16
75.26,0.11
73.37,0.32
70.3,1.11
72.27,1.04
71.65,0.82
70.61,1.28
69.98,1.02
68.3,1.02
70.37,1.16
52.7785709269816,6.95228985958333
71.06,0.55
69.15,0.61
69.58,0.65
67.92,0.63
68.96,0.64
71.46,0.2
72.41,0.13
74.19,0.11
73.89,0.14
71.84,0.56
72.85,0.31
72.35,0.51
71.75,0.41
71.98,0.26
70.18,0.51
67.51,0.61
70.56,0.29
75.4,0.2
76.9,0.28
78.5,0.14
76,0.35
75.3,0.14
81.1,0.34
69.629,0.224
,
71.422,0.218
71.7475153650735,0.223285889846665
67.646,0.248
,
71.056,0.164
,
74.192,0.145
66.035,0.382
,
75.434,0.199
,
74.3656473649968,0.152488614183474
74.2217501429855,0.162390718195931
73.4419070148303,0.139508082370424
74.7067749343832,0.111753608923885
73.9194214876033,0.170454545454545
74.9054379580749,0.153759417764338
68.41,0.97
69.84,0.87
68.95,0.94
69.15,1.24
68.79,1.4
69.78,1.22
73.97,0.29
74.52,0.25
74.28,0.27
74.19,0.19
75,0.21
75.3,0.25
74.48,0.32
73.76,0.31
77.4,0.06
76.93,0.06
76.83,0.06
77.31,0.07
77.14,0.08
76.46,0.09
77.43,0.06
76.49,0.07
76.78,0.09
72.8236439537695,0.210372734873103
73.5049695741267,0.219713310885368
70.4,0.38
70.3,0.38
73.2,0.26
71,0.37
69.8,0.4
70.1,0.2
69.4,0.642
69.4,0.603
66.6,0.497
74.18,0.32
74.03,0.52
69.7,1.3
74.1,0.6
72.86,0.94
75.22,0.57
64,1.88
62.2,2.17
63.7,1.88
62.7,2.14
59.2,1.12
63.5,1.79
79.636774899188,0.277902408711306
80.9367223683435,0.304104457382346
70.99,0.17
72.35,0.15
71.89,0.15
70.69,0.12
71.33,0.16
71.76,0.15
73.45,0.22
72.46,0.34
75.44,0.08
75.72,0.02
68.19,0.53
74.89,0.14
76.51,0.08
75.23,0.07
73.58,0.45
72.15,0.49
74.07,0.43
73.63,0.36
72.23,0.43
73.39,0.42
73.47,0.54
73.69,0.46
72.74,0.46
72.54,0.48
72.46,0.48
76.75,0.24
81.47,0.22
73.73,0.23
74.57,0.23
73.41,0.23
69.72,0.56
75.36,0.08
76.03,0.07
68.23,1.53
70.03,0.77
64.17,1.9
71.7,0.83
70.6,0.73
70.5,0.77
71.9,0.66
71,0.67
71.1,0.7
75.7,0.31
74.7,0.32
74.7,0.3
74.9,0.3
74.9,0.33
76.88,0.24
76.74,0.15
76.85,0.12
76.16,0.27
75.52,0.23
76.12,0.2
78.94,0.17
75.14,0.06
76.53,0.44
78.3,0.52
78.47,0.36
79.57,0.09
73.13,0.52
72.52,0.45
75.73,0.34
73.04,0.43
72.49,0.69
75.56,0.46
69.85,0.99
70.33,0.76
69.15,1.03
70,0.9
70.17,0.64
70.77,0.97
70.41,0.95
74.39,0.43
74.72,0.42
74.08,0.44
71.58,0.64
70.95,0.66
71.73,0.7
76.59,0.1
77.1,0.08
76.52,0.1
76.89,0.09
66.37,1.54
67.89,1.25
66.33,1.47
65.95,1.48
67.78,1.32
68.43,1.29
67.56,1.49
68.35,1.17
66.23,1.5
67.12,1.45
67.06,1.55
78.6,0.17
76.75,0.23
77.63,0.19
77.35,0.13
77.73,0.69
78.59,0.25
77.42,0.48
76.41,0.32
75.18,0.64
66.05834193,1.51570527
66.06264162,1.60482702
68.06195775,1.01512404
68.87,0.75
70.04127486,0.8166432
75.30942783,0.19397262
75.61212955,0.03594935
76.11482345,0.05799855
76.65047433,0.1326648
72.59,0.44
74.54,0.25
75.2,0.14
74.82,0.16
75.31,0.11
69.65,0.67
68.91,0.7
67.95,0.75
69.2,1.21
74,0.43
74.16,0.32
72.96,0.4
72.51,0.47
63.71,1.56
69.92,0.42
67.76,0.59
73.18,0.25
72.19,0.24
71.21,0.25
72.7,0.54
73.7,0.38
68.7,1.32
68.5,1.1
66.3,1.52
77.8,0.15
71.5,0.58
67.8,0.84
67.6,1.14
68.2,1.05
71.64,0.53
72.01,0.4
66.5,1.12
69.4,1.19
71.1,0.57
66.5,0.94
68.5,1.02
76.02,0.4
70.05,0.87
75.9,0.27
70.93,0.52
72.51,0.65
74.02,0.2
69.61,1.06
68.32,0.62
70.53,0.38
68.92,0.59
71.93,0.15
66.35,0.95
76.19,0.3
69.81,0.3
64.34,1.16
74.8,0.36
70.9,0.46
71.4,0.63
74.7,0.58
67.5,1.53
68.7,1.06
71.5,0.7
73.5,0.51
65.6,1.39
67.8,1.37
71.3,0.69
70.2,0.48
75.6,0.05
71.9,0.65
67.7,1.08
69.8,0.39
74.9,0.12
72.2,0.47
71.5,0.7
73.5,0.51
65.6,1.39
67.8,1.37
71.3,0.69
70.2,0.48
75.6,0.05
71.9,0.65
67.7,1.08
69.8,0.39
74.9,0.12
72.2,0.47
65.91,1.06
72.94,0.37
68.75,0.52
62.48,1.99
70.86,0.41
64.44,1.67
71.05,0.91
76.11,0.26
73.81,0.47
76.68,0.2
66.43,1.4
67.6,1.48
64.09,1.53
65.9,1.5
63.68,1.52
67.31,1.45
67.83,1.11
68.79,0.8
65.26,1.26
69.53,0.57
62.65,1.58
63.78,1.49
76.45,0.07
74.51,0.21
70.68,0.5
74.14,0.21
75.47,0.06
73.89,0.65
68.94,1.41
70.7,1.7
73.86,0.65
69.08,1.55
75.4,0.52
70.98,1.18
68.09,1.36
72.55,0.31
75.79,0.07
76.47,0.24
74.46,0.36
68.15,1.86
69.07,1.15
68.32,0.79
71.39,0.69
71.43,0.39
72.43,0.25
68.4,0.8
71.4,0.64
70.33,0.51
72.64,0.24
75.12,0.26
69.49,1.19
66.89,1.38
70.06,0.72
69.04,0.64
72.25,0.17
72.47,0.49
71.97,0.43
74.08,0.23
73.69,0.19
70.49,0.58
67.42,1.57
72.46,0.29
74.55,0.1
68.32,0.81
69.15,0.75
66.26,1.3
63.28,2.01
68.83,0.79
68.58,0.41
71.59,0.29
70.67,0.65
71.35,0.09
75.26,0.13
71.49,0.72
75,0.14
70.67,0.67
71.49,0.32
67.91,1.04
74.06,0.3
75.99,0.09
74.08,0.13
71.52,0.68
72.5,0.21
72.89,0.17
72.28,0.16
67.9,0.91
70.2,0.69
73.4,0.31
75.2,0.37
74.3,0.28
68.5,1.4
76.9,0.27
73.9,0.16
72.8,0.66
73,0.37
77,0.19
76.2,0.14
69.1,0.81
70.6,0.96
76,0.2
67.3,1.48
74.5,0.32
70.5,0.59
68.5,0.75
76.4,0.1
71.8,0.59
75,0.23
69,0.82
72.3,0.34
75.9,0.12
75.5,0.1
75.7,0.1
76,0.12
70.6,0.79
68.2,0.95
62.62,1.71
69.47,0.48
67.19,0.88
74.7,0.17
71.4,0.6
75,0.22
67.5,1.01
66.9,1.11
67.3,1.19
66.5,0.94
72.5,0.54
75.2,0.28
75,0.29
68.7,0.91
68.5,0.99
78,0.17
62.4,1.42
76.9,0.19
76.1,0.1
76.9,0.13
76.9,0.1
77.3,0.32
69.3,0.98
69.6,0.87
75.7,0.14
67.7,0.98
66.6,1
75.5,0.26
74.6,0.25
72.2,0.3
72.5,0.33
73.5,0.31
68.7,1.05
69,0.88
66.9,1.22
69.6,0.69
72.3,0.3
67.5,0.96
72.7,0.28
71.9,0.3
73.7,0.4
73.2,0.48
74.2,0.24
66.3,1.17
69.6,0.82
71.7,0.46
71.3,0.49
69,0.36
75.9,0.18
76.3,0.18
74.81,0.18
73.23,0.32
75.71,0.29
73.86,0.11
74.53,0.17
68.91,0.51
74.1,0.25
73.92,0.24
74.49,0.23
74.7,0.19
77.06,0.11
74.06,0.23
70.58,0.62
71.98,0.47
77.19,0.18
77.4,0.21
72.6,0.35
72.1,0.38
75.5,0.22
68.5,0.95
68.4,0.73
62.3,1.22
68.5,0.84
69.7,0.96
73.6,0.38
65.9,1.18
67.9,1.2
67.1,1.11
66.4,1.29
66,1.2
68.5,1.08
65.3,1.68
66.4,1.5
71.4,0.21
70.2,0.71
68.7,1.02
69,0.95
66.2,0.76
66.9,1.47
74.7,0.4
67.8,0.78
68.1,1.07
66.9,0.63
73.3,0.4
75.1,0.21
70.7,0.59
70,0.63
70.5,0.67
76.8,0.21
71.1,0.48
75.6,0.2
72.89,0.33
74.8,0.23
67.8,0.75
69.5,0.43
67.8,0.98
68.7,0.84
65.6,0.77
74.5,0.23
70.2,0.58
67.3,0.94
77.2,0.27
71.2,1.13
68,0.92
67.5,1.36
64.9,1.21
69.7,0.65
68.9,0.48
71.3,0.38
75.5,0.1
71.05,0.51
,
,
,
,
,
,
75.53,0.13
74.67,0.16
75.97,0.17
72.85,0.26
73.590856,0.55657
73.086033,0.686918
72.949988,0.537291
72.995453,0.502497
73.374223,0.482185
73.299162,0.47323
73.077843,0.470546
73.547129,0.474302
73.908377,0.52359
73.97526,0.451742
76.288231,0.535008
73.694716,0.705695
74.11302,0.738097
75.200016,0.750999
76.237485,0.229812
76.221072,0.173927
73.805835,0.315747
66.8,0.76
67.12,0.7
67.76,1.49
73.13,0.52
67.64,0.66
68.82,0.61
67.6,0.9
66.44,1.02
,
,
,
71.37,0.73
69.5,1.02
74.36,0.34
74.2,0.36
74.46,0.41
74.18,0.36
74.55,0.37
70.35,0.29
67.8,1.24
73.54,0.11
64.93,1.24
72.7,0.46
69.18,1.11
69.03,0.97
69.59,0.99
71.51,0.99
73.01,0.84
72.43,0.7
63.21,2.57
64.35,1.79
63.92,1.93
70.5,0.43
72.9,0.27
61.51,2.76
59.96,3.2
62.43,2.78
64,2.7
64.54,3.02
68.72,1.63
65.72,2.34
75.28,0.68
71.82,0.61
